shipment_id,route_id,synthetic_shipment_date,commodity_type,commodity_temp_ideal_c,commodity_shelf_life_hours,commodity_delay_tolerance_hours,transport_mode,distance_km,estimated_duration_hours,wave_height_m,wave_category,wind_speed_kmh,weather_condition,port_status_flag,port_ambient_temp_c,cold_chain_equipment,max_cargo_temp_excess_c,historical_delay_avg_hours,historical_damage_rate,departure_hour,risk_score,risk_level
synthetic-007946,laut-041,2025-03-30,Daging Sapi Segar,1.5,120,12,laut,1363.1,59.15,0.432,Tenang,8.92,Berawan,1,33.31,reefer,0.0,20.19,0.2279,23,51.2,Low
synthetic-000360,darat-004,2025-03-30,Es Krim,-19.0,2160,2,darat,63.8,1.46,0.0,Tenang,20.16,Cerah,1,30.0,reefer,0.0,3.97,0.0704,2,33.37,Low
synthetic-003556,darat-048,2025-03-30,Susu Segar,2.5,168,8,darat,402.1,8.92,0.0,Tenang,18.94,Berawan,1,30.0,reefer,0.0,5.9,0.0866,3,34.77,Low
synthetic-004397,darat-061,2025-03-30,Sayuran Daun Segar,2.0,72,6,darat,197.8,4.46,0.0,Tenang,23.59,Cerah Berawan,1,30.0,pasif,16.69,2.33,0.0798,23,47.51,Low
synthetic-009577,laut-065,2025-03-30,Udang Segar,2.0,48,4,laut,3771.6,132.29,0.654,Rendah,5.0,Cerah,1,29.83,reefer,0.0,46.51,0.3175,5,73.33,Medium
synthetic-007703,laut-038,2025-03-30,Salmon Segar,0.5,72,6,laut,607.4,31.68,0.372,Tenang,5.0,Cerah Berawan,1,28.9,pasif,28.86,8.95,0.1501,13,70.0,Medium
synthetic-008559,laut-051,2025-03-30,Daging Sapi Segar,1.5,120,12,laut,1050.0,44.73,0.195,Tenang,5.0,Cerah Berawan,1,28.9,reefer,0.0,18.49,0.1977,19,47.19,Low
synthetic-013378,kombinasi-037,2025-03-30,Sayuran Daun Segar,2.0,72,6,kombinasi,2861.2,106.42,1.425,Sedang,5.0,Berawan,1,29.48,reefer,0.0,40.92,0.3373,10,75.96,Medium
synthetic-001884,darat-025,2025-03-30,Buah Potong Segar,3.0,48,4,darat,195.4,4.6,0.0,Tenang,14.74,Cerah,1,30.0,reefer,0.0,1.74,0.0747,9,28.59,Low
synthetic-003575,darat-049,2025-03-30,Daging Sapi Segar,1.5,120,12,darat,262.1,5.61,0.0,Tenang,11.06,Cerah,1,30.0,pasif,21.43,8.09,0.0863,14,34.7,Low
synthetic-000509,darat-006,2025-03-30,Tuna Segar,0.5,96,4,darat,273.4,6.34,0.0,Tenang,17.14,Berawan,1,30.0,reefer,0.0,3.98,0.0902,23,40.37,Low
synthetic-010421,laut-078,2025-03-30,Ayam Segar,2.0,48,6,laut,3894.5,145.14,0.716,Rendah,9.1,Berawan,1,29.59,reefer,0.0,47.69,0.2429,3,67.14,Medium
synthetic-009274,laut-060,2025-03-31,Sayuran Daun Segar,2.0,72,6,laut,2132.7,81.42,2.19,Sedang,26.74,Berawan,1,25.64,reefer,0.0,32.91,0.3908,6,76.67,Medium
synthetic-000090,darat-000,2025-03-31,Es Krim,-19.0,2160,2,darat,309.4,6.9,0.0,Tenang,11.06,Cerah,1,30.0,reefer,0.0,2.54,0.0805,1,37.41,Low
synthetic-011648,kombinasi-014,2025-03-31,Buah Potong Segar,3.0,48,4,kombinasi,803.9,38.25,2.661,Tinggi,16.11,Berawan Tebal,0,24.01,reefer,0.0,20.84,0.2584,16,79.78,High
synthetic-013825,kombinasi-043,2025-03-31,Es Krim,-19.0,2160,2,kombinasi,1581.0,60.99,1.202,Rendah,17.86,Berawan,1,27.41,reefer,0.0,25.06,0.2681,0,57.24,Low
synthetic-001733,darat-022,2025-03-31,Tuna Segar,0.5,96,4,darat,588.3,13.92,0.0,Tenang,25.76,Cerah,1,30.0,pasif,28.18,8.45,0.1162,23,70.0,Medium
synthetic-013952,kombinasi-044,2025-03-31,Salmon Segar,0.5,72,6,kombinasi,2643.5,104.11,0.751,Rendah,5.0,Cerah Berawan,1,26.9,reefer,0.0,38.68,0.3419,15,69.5,Medium
synthetic-000338,darat-003,2025-03-31,Tuna Segar,0.5,96,4,darat,482.9,10.99,0.0,Tenang,18.66,Cerah Berawan,1,30.0,reefer,0.0,7.8,0.0949,5,39.83,Low
synthetic-011899,kombinasi-017,2025-03-31,Udang Beku,-19.0,4320,48,kombinasi,1414.4,55.05,0.343,Tenang,10.01,Cerah,1,33.05,pasif,48.55,29.07,0.3327,10,46.68,Low
synthetic-011940,kombinasi-018,2025-03-31,Daging Sapi Segar,1.5,120,12,kombinasi,1726.8,65.48,1.437,Sedang,10.92,Berawan,1,25.96,pasif,29.73,31.43,0.3958,7,76.67,Medium
synthetic-010933,kombinasi-005,2025-03-31,Salmon Segar,0.5,72,6,kombinasi,3073.9,113.46,0.639,Rendah,5.0,Berawan,1,24.96,reefer,0.0,44.04,0.3435,11,73.33,Medium
synthetic-000055,darat-000,2025-03-31,Sayuran Daun Segar,2.0,72,6,darat,309.4,6.66,0.0,Tenang,5.0,Hujan Sedang,1,30.0,pasif,26.26,2.54,0.0805,0,61.56,Low
synthetic-005393,laut-006,2025-03-31,Ayam Segar,2.0,48,6,laut,661.8,31.26,0.696,Rendah,5.0,Cerah Berawan,1,28.99,reefer,0.0,15.43,0.146,13,50.58,Low
synthetic-002215,darat-029,2025-03-31,Sayuran Daun Segar,2.0,72,6,darat,338.0,7.26,0.0,Tenang,6.32,Hujan Sedang,1,30.0,reefer,0.0,6.36,0.0841,2,41.64,Low
synthetic-001419,darat-018,2025-03-31,Daging Sapi Segar,1.5,120,12,darat,462.4,8.8,0.0,Tenang,10.75,Cerah,1,30.0,pasif,24.32,4.25,0.0907,4,33.14,Low
synthetic-013725,kombinasi-041,2025-03-31,Ayam Segar,2.0,48,6,kombinasi,1085.9,46.43,0.894,Rendah,13.4,Cerah Berawan,1,23.82,pasif,28.96,21.71,0.224,0,73.33,Medium
synthetic-010634,kombinasi-001,2025-03-31,Daging Sapi Segar,1.5,120,12,kombinasi,980.1,42.25,2.311,Sedang,25.52,Cerah Berawan,1,31.14,reefer,0.0,18.59,0.2783,14,63.76,Medium
synthetic-010004,laut-072,2025-03-31,Ayam Segar,2.0,48,6,laut,1768.6,71.4,4.179,Sangat Tinggi,38.88,Hujan Badai,0,22.0,reefer,0.0,22.92,0.3172,11,93.33,High
synthetic-009058,laut-057,2025-03-31,Sayuran Daun Segar,2.0,72,6,laut,538.8,29.62,0.241,Tenang,5.0,Cerah,1,29.33,reefer,0.0,15.18,0.2137,20,49.81,Low
synthetic-004380,darat-061,2025-03-31,Ayam Segar,2.0,48,6,darat,197.8,4.57,0.0,Tenang,26.68,Cerah Berawan,1,30.0,reefer,0.0,2.33,0.0798,15,21.02,Low
synthetic-001332,darat-017,2025-03-31,Salmon Segar,0.5,72,6,darat,127.8,3.15,0.0,Tenang,14.47,Hujan Sedang,1,30.0,reefer,0.0,3.84,0.0841,11,24.47,Low
synthetic-006576,laut-023,2025-03-31,Salmon Segar,0.5,72,6,laut,1054.7,45.96,1.537,Sedang,13.8,Hujan Ringan,1,30.44,reefer,0.0,18.72,0.2845,10,66.63,Medium
synthetic-005862,laut-013,2025-04-01,Udang Segar,2.0,48,4,laut,3938.8,144.37,2.681,Tinggi,30.29,Berawan Tebal,0,27.46,reefer,0.0,50.19,0.3255,1,90.0,High
synthetic-000328,darat-003,2025-04-01,Udang Segar,2.0,48,4,darat,482.9,11.2,0.0,Tenang,11.68,Berawan,1,30.0,reefer,0.0,7.8,0.0949,15,42.36,Low
synthetic-010720,kombinasi-002,2025-04-01,Salmon Segar,0.5,72,6,kombinasi,2549.6,90.29,0.567,Rendah,5.0,Cerah,1,31.58,reefer,0.0,37.49,0.3449,11,69.51,Medium
synthetic-011008,kombinasi-006,2025-04-01,Ayam Segar,2.0,48,6,kombinasi,1974.1,80.1,8.05,Ekstrem,93.59,Hujan Lebat,0,23.5,reefer,0.0,35.45,0.3997,2,96.67,High
synthetic-009823,laut-069,2025-04-01,Daging Sapi Segar,1.5,120,12,laut,1885.5,71.93,7.518,Ekstrem,73.95,Hujan Badai,0,28.79,reefer,0.0,31.56,0.3885,14,96.67,High
synthetic-006736,laut-025,2025-04-01,Udang Beku,-19.0,4320,48,laut,3142.5,119.71,2.053,Sedang,27.7,Hujan Ringan,1,26.27,reefer,0.0,41.58,0.3208,10,61.22,Low
synthetic-011097,kombinasi-007,2025-04-01,Daging Sapi Segar,1.5,120,12,kombinasi,1443.5,56.53,1.281,Sedang,13.45,Berawan,1,26.09,reefer,0.0,23.98,0.2571,10,64.67,Medium
synthetic-014332,kombinasi-049,2025-04-01,Buah Potong Segar,3.0,48,4,kombinasi,1073.4,43.95,1.229,Rendah,5.0,Berawan,1,28.04,reefer,0.0,24.25,0.2947,20,62.9,Medium
synthetic-000371,darat-004,2025-04-01,Tuna Segar,0.5,96,4,darat,63.8,1.39,0.0,Tenang,25.6,Cerah Berawan,1,30.0,reefer,0.0,3.97,0.0704,14,34.21,Low
synthetic-007621,laut-037,2025-04-01,Es Krim,-19.0,2160,2,laut,2902.7,110.38,0.918,Rendah,5.0,Berawan,1,31.36,reefer,0.0,38.0,0.3235,13,62.09,Low
synthetic-007853,laut-040,2025-04-01,Ayam Segar,2.0,48,6,laut,542.9,28.73,3.052,Tinggi,31.09,Hujan Sedang,0,24.26,reefer,0.0,16.15,0.2708,16,84.16,High
synthetic-013260,kombinasi-035,2025-04-01,Daging Sapi Segar,1.5,120,12,kombinasi,2044.7,79.36,4.236,Sangat Tinggi,46.71,Berawan Tebal,0,31.39,reefer,0.0,33.19,0.406,7,93.33,High
synthetic-005069,laut-001,2025-04-01,Es Krim,-19.0,2160,2,laut,1682.6,65.67,2.045,Sedang,17.14,Cerah Berawan,1,26.59,reefer,0.0,25.21,0.3261,13,66.28,Medium
synthetic-003616,darat-050,2025-04-01,Sayuran Daun Segar,2.0,72,6,darat,306.1,7.38,0.0,Tenang,16.95,Cerah,1,30.0,reefer,0.0,6.72,0.0849,10,39.07,Low
synthetic-002630,darat-034,2025-04-01,Buah Potong Segar,3.0,48,4,darat,384.8,8.06,0.0,Tenang,20.25,Berawan,1,30.0,reefer,0.0,5.52,0.0849,18,36.39,Low
synthetic-002607,darat-034,2025-04-01,Udang Beku,-19.0,4320,48,darat,384.8,9.09,0.0,Tenang,23.26,Cerah Berawan,1,30.0,reefer,0.0,5.52,0.0849,21,12.02,Low
synthetic-011810,kombinasi-016,2025-04-01,Es Krim,-19.0,2160,2,kombinasi,1168.5,49.04,0.153,Tenang,5.0,Cerah,1,30.96,reefer,0.0,20.6,0.2284,23,52.59,Low
synthetic-000600,darat-007,2025-04-01,Udang Beku,-19.0,4320,48,darat,200.4,4.95,0.0,Tenang,24.35,Hujan Sedang,1,30.0,reefer,0.0,3.59,0.0739,11,9.68,Low
synthetic-011851,kombinasi-017,2025-04-01,Salmon Segar,0.5,72,6,kombinasi,1414.4,60.29,0.927,Rendah,10.87,Cerah,1,31.57,reefer,0.0,29.07,0.3327,17,66.6,Medium
synthetic-009930,laut-071,2025-04-01,Es Krim,-19.0,2160,2,laut,646.8,33.38,0.258,Tenang,6.2,Cerah Berawan,1,27.59,reefer,0.0,14.44,0.158,13,43.92,Low
synthetic-010592,kombinasi-000,2025-04-01,Susu Segar,2.5,168,8,kombinasi,3120.8,110.17,7.795,Ekstrem,76.95,Hujan Lebat,0,31.19,reefer,0.0,48.31,0.3985,10,96.67,High
synthetic-003468,darat-047,2025-04-01,Udang Beku,-19.0,4320,48,darat,292.4,6.53,0.0,Tenang,17.09,Berawan,1,30.0,reefer,0.0,5.58,0.0942,7,12.36,Low
synthetic-009329,laut-061,2025-04-01,Udang Segar,2.0,48,4,laut,1042.8,47.61,1.535,Sedang,5.0,Hujan Ringan,1,28.82,reefer,0.0,19.98,0.2626,9,67.36,Medium
synthetic-003176,darat-043,2025-04-01,Es Krim,-19.0,2160,2,darat,294.1,5.9,0.0,Tenang,5.0,Cerah,1,30.0,reefer,0.0,5.47,0.0858,6,37.86,Low
synthetic-002405,darat-031,2025-04-02,Sayuran Daun Segar,2.0,72,6,darat,188.1,4.22,0.0,Tenang,21.24,Cerah,1,30.0,reefer,0.0,4.23,0.0731,22,17.44,Low
synthetic-010608,kombinasi-001,2025-04-02,Buah Potong Segar,3.0,48,4,kombinasi,980.1,42.88,3.516,Tinggi,38.72,Hujan Sedang,0,26.23,reefer,0.0,18.59,0.2783,16,80.62,High
synthetic-012732,kombinasi-028,2025-04-02,Ayam Segar,2.0,48,6,kombinasi,2667.2,98.38,0.304,Tenang,5.0,Cerah,1,28.96,pasif,28.28,37.81,0.2716,19,70.0,Medium
synthetic-005458,laut-007,2025-04-02,Susu Segar,2.5,168,8,laut,992.0,47.53,1.473,Sedang,15.81,Cerah Berawan,1,26.47,reefer,0.0,18.2,0.2522,10,61.5,Low
synthetic-007887,laut-041,2025-04-02,Udang Segar,2.0,48,4,laut,1363.1,56.3,0.853,Rendah,5.0,Cerah,1,29.77,reefer,0.0,20.19,0.2279,15,60.47,Low
synthetic-013976,kombinasi-045,2025-04-02,Udang Beku,-19.0,4320,48,kombinasi,1344.9,50.11,6.339,Ekstrem,60.08,Hujan Lebat,0,35.6,reefer,0.0,31.26,0.3808,6,94.03,High
synthetic-004063,darat-056,2025-04-02,Tuna Segar,0.5,96,4,darat,206.2,4.51,0.0,Tenang,12.58,Cerah,1,30.0,pasif,29.76,4.21,0.0873,8,69.62,Medium
synthetic-008475,laut-049,2025-04-02,Ayam Segar,2.0,48,6,laut,3867.5,149.75,1.839,Sedang,22.6,Cerah Berawan,1,31.85,pasif,28.86,51.7,0.3848,6,76.67,Medium
synthetic-010289,laut-077,2025-04-02,Salmon Segar,0.5,72,6,laut,1058.8,50.73,2.399,Sedang,20.07,Cerah Berawan,1,33.0,pasif,30.52,16.29,0.3308,21,76.67,Medium
synthetic-001065,darat-014,2025-04-02,Udang Beku,-19.0,4320,48,darat,346.8,7.17,0.0,Tenang,11.96,Cerah,1,30.0,reefer,0.0,6.3,0.0835,6,13.57,Low
synthetic-009001,laut-056,2025-04-02,Salmon Segar,0.5,72,6,laut,1602.8,66.42,2.229,Sedang,28.85,Berawan,1,25.01,reefer,0.0,21.3,0.3194,22,69.51,Medium
synthetic-005563,laut-008,2025-04-02,Daging Sapi Segar,1.5,120,12,laut,623.5,33.88,0.399,Tenang,5.0,Cerah,1,32.6,reefer,0.0,11.16,0.1549,15,43.32,Low
synthetic-006126,laut-017,2025-04-02,Udang Beku,-19.0,4320,48,laut,964.6,41.34,1.493,Sedang,9.94,Berawan,1,28.48,pasif,47.8,19.12,0.2588,20,43.88,Low
synthetic-011343,kombinasi-011,2025-04-02,Buah Potong Segar,3.0,48,4,kombinasi,2276.4,89.36,0.62,Rendah,5.0,Cerah,1,24.21,reefer,0.0,33.8,0.2666,18,61.11,Low
synthetic-002810,darat-037,2025-04-02,Salmon Segar,0.5,72,6,darat,138.8,3.08,0.0,Tenang,12.94,Cerah Berawan,1,30.0,reefer,0.0,2.65,0.0794,5,21.61,Low
synthetic-009611,laut-065,2025-04-02,Salmon Segar,0.5,72,6,laut,3771.6,138.86,1.843,Sedang,12.04,Cerah Berawan,1,24.73,reefer,0.0,46.51,0.3175,7,74.74,Medium
synthetic-010548,kombinasi-000,2025-04-02,Es Krim,-19.0,2160,2,kombinasi,3120.8,112.6,1.585,Sedang,12.74,Berawan,1,35.6,reefer,0.0,48.31,0.3985,9,75.58,Medium
synthetic-012381,kombinasi-023,2025-04-02,Buah Potong Segar,3.0,48,4,kombinasi,2211.4,85.45,0.97,Rendah,7.49,Cerah,1,27.92,pasif,25.99,33.0,0.3363,21,73.33,Medium
synthetic-011562,kombinasi-013,2025-04-02,Tuna Segar,0.5,96,4,kombinasi,1135.2,45.23,0.761,Rendah,7.63,Cerah,1,22.0,reefer,0.0,22.38,0.3038,16,64.01,Medium
synthetic-001346,darat-017,2025-04-02,Salmon Segar,0.5,72,6,darat,127.8,3.08,0.0,Tenang,5.0,Cerah,1,30.0,reefer,0.0,3.84,0.0841,4,33.98,Low
synthetic-009257,laut-060,2025-04-02,Salmon Segar,0.5,72,6,laut,2132.7,82.75,0.998,Rendah,9.34,Cerah,1,31.36,reefer,0.0,32.91,0.3908,19,73.33,Medium
synthetic-000565,darat-006,2025-04-02,Salmon Segar,0.5,72,6,darat,273.4,5.67,0.0,Tenang,11.85,Cerah,1,30.0,pasif,28.04,3.98,0.0902,12,55.59,Low
synthetic-008232,laut-046,2025-04-02,Tuna Segar,0.5,96,4,laut,1231.3,54.37,1.452,Sedang,8.92,Hujan Ringan,1,31.76,reefer,0.0,21.48,0.2824,9,69.87,Medium
synthetic-002494,darat-032,2025-04-02,Es Krim,-19.0,2160,2,darat,174.7,3.73,0.0,Tenang,12.89,Cerah,1,30.0,pasif,33.71,7.5,0.0748,9,60.05,Low
synthetic-000739,darat-009,2025-04-02,Udang Beku,-19.0,4320,48,darat,137.6,3.09,0.0,Tenang,12.06,Cerah,1,30.0,pasif,32.66,2.32,0.0739,10,8.65,Low
synthetic-008296,laut-047,2025-04-02,Udang Segar,2.0,48,4,laut,127.9,17.15,0.075,Tenang,5.0,Cerah,1,27.63,pasif,28.92,7.79,0.1099,0,70.0,Medium
synthetic-007998,laut-042,2025-04-03,Ayam Segar,2.0,48,6,laut,1063.5,51.65,1.117,Rendah,16.48,Cerah Berawan,1,28.43,reefer,0.0,21.64,0.2808,23,64.55,Medium
synthetic-000146,darat-001,2025-04-03,Susu Segar,2.5,168,8,darat,120.7,2.7,0.0,Tenang,11.57,Cerah,1,30.0,pasif,23.97,4.59,0.0712,15,35.66,Low
synthetic-001773,darat-023,2025-04-03,Ayam Segar,2.0,48,6,darat,224.4,4.83,0.0,Tenang,23.61,Cerah,1,30.0,reefer,0.0,5.1,0.096,21,39.41,Low
synthetic-007767,laut-039,2025-04-03,Udang Segar,2.0,48,4,laut,115.4,16.01,2.01,Sedang,17.35,Hujan Ringan,1,30.74,reefer,0.0,2.59,0.0938,13,48.71,Low
synthetic-012175,kombinasi-021,2025-04-03,Es Krim,-19.0,2160,2,kombinasi,745.2,35.63,3.288,Tinggi,37.43,Berawan Tebal,0,23.05,pasif,48.46,21.72,0.2514,8,90.0,High
synthetic-002886,darat-038,2025-04-03,Udang Beku,-19.0,4320,48,darat,140.4,2.83,0.0,Tenang,14.39,Cerah,1,30.0,pasif,18.95,4.96,0.0781,20,11.02,Low
synthetic-004955,laut-000,2025-04-03,Es Krim,-19.0,2160,2,laut,963.7,42.99,3.721,Tinggi,43.72,Hujan Sedang,0,22.0,pasif,47.74,19.86,0.2566,14,90.0,High
synthetic-007824,laut-040,2025-04-03,Udang Beku,-19.0,4320,48,laut,542.9,30.86,4.016,Sangat Tinggi,51.97,Hujan Lebat,0,27.39,pasif,47.17,16.15,0.2708,9,68.15,Medium
synthetic-013048,kombinasi-032,2025-04-03,Sayuran Daun Segar,2.0,72,6,kombinasi,892.2,39.53,3.81,Tinggi,33.79,Hujan Sedang,0,28.35,pasif,27.23,23.11,0.2816,5,90.0,High
synthetic-001425,darat-018,2025-04-03,Buah Potong Segar,3.0,48,4,darat,462.4,10.2,0.0,Tenang,15.15,Cerah,1,30.0,reefer,0.0,4.25,0.0907,11,35.04,Low
synthetic-003760,darat-052,2025-04-03,Salmon Segar,0.5,72,6,darat,90.1,2.08,0.0,Tenang,11.06,Berawan,1,30.0,reefer,0.0,4.4,0.0927,5,19.09,Low
synthetic-003212,darat-043,2025-04-03,Ayam Segar,2.0,48,6,darat,294.1,6.48,0.0,Tenang,22.22,Berawan,1,30.0,reefer,0.0,5.47,0.0858,22,36.88,Low
synthetic-012083,kombinasi-020,2025-04-03,Daging Sapi Segar,1.5,120,12,kombinasi,1749.6,64.63,3.068,Tinggi,31.4,Berawan Tebal,0,34.4,reefer,0.0,31.3,0.3968,20,88.99,High
synthetic-009952,laut-071,2025-04-03,Daging Sapi Segar,1.5,120,12,laut,646.8,29.33,1.008,Rendah,7.2,Cerah,1,28.27,reefer,0.0,14.44,0.158,16,50.27,Low
synthetic-006584,laut-023,2025-04-03,Ayam Segar,2.0,48,6,laut,1054.7,48.9,1.879,Sedang,14.54,Cerah Berawan,1,30.6,pasif,28.89,18.72,0.2845,0,76.67,Medium
synthetic-001248,darat-016,2025-04-03,Es Krim,-19.0,2160,2,darat,323.6,6.23,0.0,Tenang,31.66,Cerah Berawan,1,30.0,reefer,0.0,4.92,0.0824,17,36.76,Low
synthetic-009313,laut-061,2025-04-03,Es Krim,-19.0,2160,2,laut,1042.8,45.75,0.082,Tenang,13.98,Berawan,1,31.57,reefer,0.0,19.98,0.2626,23,52.24,Low
synthetic-006319,laut-019,2025-04-03,Udang Beku,-19.0,4320,48,laut,2305.5,90.55,2.142,Sedang,20.37,Cerah Berawan,1,28.21,reefer,0.0,38.6,0.3794,13,67.69,Medium
synthetic-003604,darat-049,2025-04-04,Buah Potong Segar,3.0,48,4,darat,262.1,5.96,0.0,Tenang,17.83,Cerah,1,30.0,reefer,0.0,8.09,0.0863,20,40.94,Low
synthetic-009882,laut-070,2025-04-04,Salmon Segar,0.5,72,6,laut,2496.9,98.6,0.762,Rendah,14.55,Cerah Berawan,1,23.32,reefer,0.0,31.11,0.2403,19,61.82,Low
synthetic-012061,kombinasi-019,2025-04-04,Udang Beku,-19.0,4320,48,kombinasi,1727.7,72.86,2.557,Tinggi,28.94,Hujan Sedang,0,28.2,reefer,0.0,37.88,0.4003,8,83.73,High
synthetic-002872,darat-038,2025-04-04,Ayam Segar,2.0,48,6,darat,140.4,2.9,0.0,Tenang,9.72,Hujan Ringan,1,30.0,pasif,10.86,4.96,0.0781,14,35.94,Low
synthetic-002941,darat-039,2025-04-04,Daging Sapi Segar,1.5,120,12,darat,394.2,8.89,0.0,Tenang,21.36,Cerah,1,30.0,reefer,0.0,5.47,0.0908,5,26.79,Low
synthetic-010277,laut-076,2025-04-04,Salmon Segar,0.5,72,6,laut,1019.8,46.76,3.461,Tinggi,35.62,Hujan Sedang,0,24.49,pasif,29.22,21.6,0.2614,21,90.0,High
synthetic-010285,laut-077,2025-04-04,Sayuran Daun Segar,2.0,72,6,laut,1058.8,50.37,2.81,Tinggi,28.31,Hujan Lebat,0,24.01,reefer,0.0,16.29,0.3308,16,89.08,High
synthetic-006975,laut-028,2025-04-04,Susu Segar,2.5,168,8,laut,1066.5,50.83,0.998,Rendah,9.74,Cerah,1,29.88,reefer,0.0,14.93,0.1943,22,53.41,Low
synthetic-011894,kombinasi-017,2025-04-04,Salmon Segar,0.5,72,6,kombinasi,1414.4,52.44,1.147,Rendah,13.12,Cerah,1,31.02,reefer,0.0,29.07,0.3327,21,68.78,Medium
synthetic-001539,darat-019,2025-04-04,Es Krim,-19.0,2160,2,darat,241.4,5.05,0.0,Tenang,21.85,Cerah Berawan,1,30.0,reefer,0.0,6.09,0.0769,3,38.37,Low
synthetic-008908,laut-055,2025-04-04,Daging Sapi Segar,1.5,120,12,laut,1182.8,52.13,2.905,Tinggi,29.85,Hujan Sedang,0,31.03,pasif,29.53,23.87,0.3601,15,90.0,High
synthetic-002339,darat-030,2025-04-04,Daging Sapi Segar,1.5,120,12,darat,1119.5,23.46,0.0,Tenang,19.81,Hujan Ringan,1,30.0,reefer,0.0,15.87,0.1538,6,44.4,Low
synthetic-000249,darat-002,2025-04-04,Buah Potong Segar,3.0,48,4,darat,422.7,9.73,0.0,Tenang,17.61,Cerah,1,30.0,reefer,0.0,7.14,0.0906,16,42.35,Low
synthetic-007768,laut-039,2025-04-04,Buah Potong Segar,3.0,48,4,laut,115.4,16.95,1.287,Sedang,14.07,Hujan Ringan,1,29.92,pasif,25.79,2.59,0.0938,16,50.54,Low
synthetic-005462,laut-007,2025-04-04,Tuna Segar,0.5,96,4,laut,992.0,45.81,1.588,Sedang,17.8,Hujan Ringan,1,31.94,pasif,28.47,18.2,0.2522,13,76.67,Medium
synthetic-005334,laut-005,2025-04-04,Susu Segar,2.5,168,8,laut,1320.8,59.31,0.75,Rendah,5.0,Berawan,1,24.96,pasif,26.92,21.0,0.2383,19,72.05,Medium
synthetic-005351,laut-005,2025-04-04,Buah Potong Segar,3.0,48,4,laut,1320.8,59.38,1.58,Sedang,5.0,Hujan Ringan,1,31.97,pasif,26.5,21.0,0.2383,16,76.65,Medium
synthetic-005793,laut-012,2025-04-04,Daging Sapi Segar,1.5,120,12,laut,90.9,14.9,0.382,Tenang,5.88,Cerah,1,27.98,reefer,0.0,5.88,0.094,13,27.09,Low
synthetic-012369,kombinasi-023,2025-04-04,Es Krim,-19.0,2160,2,kombinasi,2211.4,82.02,1.71,Sedang,11.82,Berawan,1,35.34,reefer,0.0,33.0,0.3363,22,70.15,Medium
synthetic-008025,laut-043,2025-04-04,Daging Sapi Segar,1.5,120,12,laut,2194.6,90.59,2.433,Sedang,29.71,Berawan,1,28.95,reefer,0.0,38.54,0.3883,22,73.21,Medium
synthetic-008794,laut-054,2025-04-04,Udang Beku,-19.0,4320,48,laut,604.4,32.54,1.256,Sedang,9.96,Cerah Berawan,1,31.95,reefer,0.0,10.79,0.1441,7,29.85,Low
synthetic-008503,laut-050,2025-04-04,Tuna Segar,0.5,96,4,laut,1979.6,80.32,0.277,Tenang,5.0,Cerah Berawan,1,26.53,reefer,0.0,27.3,0.3136,1,60.69,Low
synthetic-012770,kombinasi-029,2025-04-04,Sayuran Daun Segar,2.0,72,6,kombinasi,2928.6,109.9,0.96,Rendah,11.21,Berawan,1,24.68,reefer,0.0,42.42,0.34,19,70.37,Medium
synthetic-003077,darat-041,2025-04-04,Susu Segar,2.5,168,8,darat,365.6,8.19,0.0,Tenang,23.3,Hujan Sedang,1,30.0,reefer,0.0,4.21,0.0873,14,23.19,Low
synthetic-005424,laut-006,2025-04-04,Udang Segar,2.0,48,4,laut,661.8,32.25,1.128,Rendah,9.62,Cerah,1,22.38,reefer,0.0,15.43,0.146,8,51.85,Low
synthetic-008447,laut-049,2025-04-05,Sayuran Daun Segar,2.0,72,6,laut,3867.5,147.06,4.053,Sangat Tinggi,38.91,Hujan Badai,0,26.08,reefer,0.0,51.7,0.3848,19,93.33,High
synthetic-007497,laut-036,2025-04-05,Daging Sapi Segar,1.5,120,12,laut,972.8,43.77,2.937,Tinggi,31.55,Hujan Lebat,0,38.0,reefer,0.0,20.83,0.2496,23,79.01,High
synthetic-000537,darat-006,2025-04-05,Udang Segar,2.0,48,4,darat,273.4,6.08,0.0,Tenang,11.04,Cerah,1,30.0,reefer,0.0,3.98,0.0902,20,39.27,Low
synthetic-008256,laut-046,2025-04-05,Ayam Segar,2.0,48,6,laut,1231.3,54.32,1.485,Sedang,12.34,Hujan Ringan,1,31.44,reefer,0.0,21.48,0.2824,17,70.85,Medium
synthetic-013940,kombinasi-044,2025-04-05,Tuna Segar,0.5,96,4,kombinasi,2643.5,103.18,0.147,Tenang,5.0,Cerah Berawan,1,27.6,pasif,31.05,38.68,0.3419,3,70.0,Medium
synthetic-007774,laut-039,2025-04-05,Udang Beku,-19.0,4320,48,laut,115.4,17.12,0.489,Tenang,5.0,Cerah,1,25.87,reefer,0.0,2.59,0.0938,19,9.59,Low
synthetic-000799,darat-010,2025-04-05,Sayuran Daun Segar,2.0,72,6,darat,462.7,10.38,0.0,Tenang,30.62,Hujan Ringan,1,30.0,reefer,0.0,4.58,0.0952,4,22.11,Low
synthetic-004041,darat-056,2025-04-05,Udang Beku,-19.0,4320,48,darat,206.2,4.26,0.0,Tenang,8.28,Cerah,1,30.0,pasif,31.42,4.21,0.0873,10,8.89,Low
